,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER,MAGNET,ALTERNATIVE,lat,lng
1011,2005,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,429,434,311,71.7,,,*,*,236,55.01,41,9.56,6,1.4,*,*,,,115,26.81,*,*,*,*,*,*,,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1012,2006,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,435,430,316,,,,*,*,255,58.62,44,10.11,*,*,*,*,,,100,22.99,*,*,*,*,46,10.57,73.5,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1013,2007,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,429,417,279,,,,*,*,253,58.97,43,10.02,*,*,*,*,,,101,23.54,*,*,*,*,49,11.42,66.9,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1014,2008,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,414,408,256,,,,26,6.28,263,63.53,34,8.21,7,1.69,*,*,,,84,20.29,*,*,*,*,55,13.29,62.7,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1015,2009,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,441,439,253,,,,26,5.9,276,62.59,35,7.94,*,*,*,*,,,101,22.9,*,*,*,*,51,11.56,57.6,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1016,2010,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,427,422,324,,,,17,3.98,278,65.11,40,9.37,*,*,*,*,,,91,21.31,48,11.24,*,*,42,9.84,76.8,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1017,2011,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,426,423,341,,12,2.82,,,288,67.61,51,11.97,*,*,*,*,*,*,73,17.14,43,10.09,*,*,48,11.27,80.6,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1018,2012,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,411,381,332,,5,1.22,,,300,72.99,45,10.95,*,*,*,*,*,*,58,14.11,48,11.68,*,*,41,9.98,87.1,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1019,2013,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,418,401,348,,*,*,,,311,74.4,49,11.72,*,*,*,*,*,*,52,12.44,61,14.59,*,*,45,10.77,86.8,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1020,2014,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,378,371,325,,*,*,,,295,78.04,41,10.85,*,*,*,*,*,*,39,10.32,49,12.96,*,*,42,11.11,87.6,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1021,2015,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,371,365,*,,*,*,,,302,81.4,37,9.97,*,*,*,*,*,*,28,7.55,39,10.51,*,*,40,10.78,*,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1022,2016,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,381,379,*,,11,2.89,,,301,79,37,9.71,*,*,*,*,*,*,32,8.4,58,15.22,*,*,48,12.6,*,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1023,2017,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,369,374,*,,14,3.79,,,297,80.49,30,8.13,*,*,*,*,*,*,27,7.32,50,13.55,*,*,40,10.84,*,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1024,2018,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,376,374,*,,10,2.66,,,313,83.24,32,8.51,*,*,*,*,*,*,21,5.59,64,17.02,*,*,42,11.17,*,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1025,2019,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,381,369,*,,6,1.57,,,308,80.84,32,8.4,*,*,*,*,*,*,35,9.19,45,11.81,*,*,37,9.71,*,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1026,2020,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,373,360,*,,*,*,,,310,83.11,39,10.46,*,*,*,*,*,*,20,5.36,47,12.6,*,*,35,9.38,*,6747 Clayton,,St. Louis ,63139,3146454845,3146455926,PK,5,35,354,0,354,Y, , , , , ,115-115-4470,FALSE,TRUE,FALSE,38.63132693,-90.30207574
1027,2000,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,360,358,340,95,,,*,*,360,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1028,2001,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,312,305,*,*,,,*,*,312,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1029,2002,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,313,303,295,97.4,,,*,*,313,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1030,2003,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,296,295,284,96.3,,,*,*,296,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1031,2004,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,280,280,*,*,,,*,*,280,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1032,2005,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,316,294,276,93.9,,,*,*,315,99.68,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1033,2006,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,300,304,261,,,,*,*,298,99.33,*,*,*,*,*,*,,,*,*,*,*,*,*,35,11.67,85.9,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1034,2007,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,254,258,232,,,,*,*,253,99.61,*,*,*,*,*,*,,,*,*,*,*,*,*,40,15.75,89.9,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1035,2008,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,232,246,184,,,,*,*,230,99.14,*,*,*,*,*,*,,,*,*,*,*,*,*,42,18.1,74.8,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1036,2009,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,241,238,175,,,,*,*,240,99.59,*,*,*,*,*,*,,,*,*,*,*,*,*,44,18.26,73.5,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1037,2010,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,193,191,179,,,,*,*,192,99.48,*,*,*,*,*,*,,,*,*,*,*,*,*,29,15.03,93.7,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1038,2011,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,188,189,184,,*,*,,,188,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,12.23,97.4,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1039,2012,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,198,205,196,,*,*,,,198,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,15.15,95.6,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1040,2013,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,202,198,*,,*,*,,,202,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,15.84,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1041,2014,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,203,208,*,,*,*,,,203,100,*,*,*,*,*,*,*,*,*,*,5,2.46,*,*,34,16.75,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1042,2015,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,194,193,*,,*,*,,,192,98.97,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,16.49,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1043,2016,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,150,136,*,,*,*,,,149,99.33,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13,8.67,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1044,2017,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,148,140,*,,*,*,,,148,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,14.19,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1045,2018,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,123,125,*,,*,*,,,123,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,11.38,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1046,2019,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,119,125,*,,*,*,,,119,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,11.76,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1047,2020,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,123,130,*,,*,*,,,123,100,*,*,*,*,*,*,*,*,*,*,5,4.07,*,*,12,9.76,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526,3145330269,PK,6,14,147,0,147,Y, , , , , ,115-115-4480,FALSE,FALSE,FALSE,38.645144,-90.220701
1048,2000,115115,ST. LOUIS CITY,4500,ELIOT ELEM.,298,261,*,*,,,*,*,298,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4242 Grove St.,,St. Louis ,63107,,,PK,6,,,,,,,,,,,115-115-4500,FALSE,FALSE,FALSE,38.66567431,-90.20966887
1049,2001,115115,ST. LOUIS CITY,4500,ELIOT ELEM.,226,238,*,*,,,*,*,226,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4242 Grove St.,,St. Louis ,63107,,,PK,6,,,,,,,,,,,115-115-4500,FALSE,FALSE,FALSE,38.66567431,-90.20966887
1050,2002,115115,ST. LOUIS CITY,4500,ELIOT ELEM.,251,258,*,*,,,*,*,251,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4242 Grove St.,,St. Louis ,63107,,,PK,6,,,,,,,,,,,115-115-4500,FALSE,FALSE,FALSE,38.66567431,-90.20966887
1051,2003,115115,ST. LOUIS CITY,4500,ELIOT ELEM.,219,187,*,*,,,*,*,219,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4242 Grove St.,,St. Louis ,63107,,,PK,6,,,,,,,,,,,115-115-4500,FALSE,FALSE,FALSE,38.66567431,-90.20966887
1052,2004,115115,ST. LOUIS CITY,4500,ELIOT ELEM.,181,188,*,*,,,*,*,178,98.34,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4242 Grove St.,,St. Louis ,63107,,,PK,6,,,,,,,,,,,115-115-4500,FALSE,FALSE,FALSE,38.66567431,-90.20966887
1053,2000,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,154,162,128,79,,,*,*,93,60.39,*,*,*,*,*,*,,,54,35.06,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,PK,6,,,,,,,,,,,115-115-4510,FALSE,FALSE,FALSE,38.61882101,-90.237757
1054,2001,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,143,149,121,81.2,,,*,*,98,68.53,*,*,*,*,*,*,,,43,30.07,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,PK,6,,,,,,,,,,,115-115-4510,FALSE,FALSE,FALSE,38.61882101,-90.237757
1055,2002,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,127,125,106,84.8,,,*,*,89,70.08,*,*,*,*,*,*,,,34,26.77,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,PK,6,,,,,,,,,,,115-115-4510,FALSE,FALSE,FALSE,38.61882101,-90.237757
1056,2003,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,128,121,106,87.6,,,*,*,88,68.75,*,*,*,*,*,*,,,32,25,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,PK,6,,,,,,,,,,,115-115-4510,FALSE,FALSE,FALSE,38.61882101,-90.237757
1057,2004,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,130,125,106,84.8,,,*,*,86,66.15,*,*,*,*,*,*,,,27,20.77,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,PK,6,,,,,,,,,,,115-115-4510,FALSE,FALSE,FALSE,38.61882101,-90.237757
1058,2005,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,114,126,109,86.5,,,*,*,68,59.65,*,*,*,*,*,*,,,26,22.81,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,PK,6,,,,,,,,,,,115-115-4510,FALSE,FALSE,FALSE,38.61882101,-90.237757
1059,2006,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,120,119,99,,,,*,*,76,63.33,8,6.67,*,*,*,*,,,27,22.5,*,*,*,*,32,26.67,83.2,1530 S Grand Blvd,,St. Louis ,63104,,,PK,6,,,,,,,,,,,115-115-4510,FALSE,FALSE,FALSE,38.61882101,-90.237757
1060,2007,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,117,116,92,,,,*,*,75,64.1,6,5.13,*,*,*,*,,,26,22.22,*,*,*,*,34,29.06,79.3,1530 S Grand Blvd,,St. Louis ,63104,,,PK,6,,,,,,,,,,,115-115-4510,FALSE,FALSE,FALSE,38.61882101,-90.237757
1061,2000,115115,ST. LOUIS CITY,4520,EMERSON ELEM.,189,199,194,97.5,,,*,*,189,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5415 Page Boulevard,,St. Louis ,63112,,,PK,6,,,,,,,,,,,115-115-4520,FALSE,FALSE,FALSE,38.66286598,-90.27454702
1062,2001,115115,ST. LOUIS CITY,4520,EMERSON ELEM.,183,200,*,*,,,*,*,183,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5415 Page Boulevard,,St. Louis ,63112,,,PK,6,,,,,,,,,,,115-115-4520,FALSE,FALSE,FALSE,38.66286598,-90.27454702
1063,2002,115115,ST. LOUIS CITY,4520,EMERSON ELEM.,166,170,*,*,,,*,*,164,98.8,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5415 Page Boulevard,,St. Louis ,63112,,,PK,6,,,,,,,,,,,115-115-4520,FALSE,FALSE,FALSE,38.66286598,-90.27454702
1064,2003,115115,ST. LOUIS CITY,4520,EMERSON ELEM.,142,133,*,*,,,*,*,142,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5415 Page Boulevard,,St. Louis ,63112,,,PK,6,,,,,,,,,,,115-115-4520,FALSE,FALSE,FALSE,38.66286598,-90.27454702
1065,2000,115115,ST. LOUIS CITY,4550,EUCLID MONTESSORI BRANCH II,54,52,36,69.2,,,*,*,28,51.85,*,*,*,*,*,*,,,21,38.89,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4550,FALSE,TRUE,FALSE,38.65674099,-90.260048
1066,2001,115115,ST. LOUIS CITY,4550,EUCLID MONTESSORI BRANCH II,43,47,32,68.1,,,*,*,26,60.47,*,*,*,*,*,*,,,13,30.23,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4550,FALSE,TRUE,FALSE,38.65674099,-90.260048
1067,2002,115115,ST. LOUIS CITY,4550,EUCLID MONTESSORI BRANCH II,32,31,13,41.9,,,*,*,19,59.38,*,*,*,*,*,*,,,10,31.25,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4550,FALSE,TRUE,FALSE,38.65674099,-90.260048
1068,2000,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,163,151,115,76.2,,,*,*,123,75.46,5,3.07,*,*,*,*,,,28,17.18,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,FALSE,TRUE,FALSE,38.65674099,-90.260048
1069,2001,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,126,128,98,76.6,,,*,*,96,76.19,8,6.35,*,*,*,*,,,16,12.7,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,FALSE,TRUE,FALSE,38.65674099,-90.260048
1070,2002,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,137,134,108,80.6,,,*,*,99,72.26,11,8.03,*,*,*,*,,,22,16.06,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,FALSE,TRUE,FALSE,38.65674099,-90.260048
1071,2003,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,128,124,100,80.6,,,*,*,102,79.69,8,6.25,*,*,*,*,,,15,11.72,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,FALSE,TRUE,FALSE,38.65674099,-90.260048
1072,2004,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,121,113,92,81.4,,,*,*,103,85.12,*,*,*,*,*,*,,,13,10.74,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,FALSE,TRUE,FALSE,38.65674099,-90.260048
1073,2005,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,114,113,93,82.3,,,*,*,88,77.19,6,5.26,*,*,*,*,,,17,14.91,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,FALSE,TRUE,FALSE,38.65674099,-90.260048
1074,2006,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,108,104,76,,,,*,*,82,75.93,11,10.19,*,*,*,*,,,11,10.19,*,*,*,*,11,10.19,73.1,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,FALSE,TRUE,FALSE,38.65674099,-90.260048
1075,2007,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,91,89,70,,,,*,*,66,72.53,9,9.89,*,*,*,*,,,12,13.19,*,*,*,*,10,10.99,78.7,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,FALSE,TRUE,FALSE,38.65674099,-90.260048
1076,2000,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,370,372,351,94.4,,,*,*,370,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1077,2001,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,374,371,357,96.2,,,*,*,374,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1078,2002,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,333,321,307,95.6,,,*,*,333,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1079,2003,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,278,296,281,94.9,,,*,*,278,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1080,2004,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,336,328,*,*,,,*,*,335,99.7,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1081,2005,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,267,258,251,97.3,,,*,*,266,99.63,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1082,2006,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,227,229,210,,,,*,*,226,99.56,*,*,*,*,*,*,,,*,*,*,*,*,*,28,12.33,91.7,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
1083,2007,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,266,259,221,,,,*,*,264,99.25,*,*,*,*,*,*,,,*,*,*,*,*,*,35,13.16,85.3,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198,3145315356,PK,6,15,158,0,158,Y, , , , , ,115-115-4580,FALSE,FALSE,FALSE,38.66266402,-90.22763703
