SchoolName,CONTENT_AREA,CATEGORY,TYPE,GRADE_SUBJECT,YEAR,ACCOUNTABLE,PARTICIPANT,REPORTABLE,LEVEL_NOT_DETERMINED,LEVEL_NOT_DETERMINED_PCT,BELOW_BASIC,BELOW_BASIC_PCT,BASIC,BASIC_PCT,PROFICIENT,PROFICIENT_PCT,ADVANCED,ADVANCED_PCT,MAP_INDEX,MEAN_SCALE_SCORE,MEDIAN_TERRANOVA
KENNARD/CLASSICAL JR. ACAD.  (5030),Mathematics,Total,Total,Fourth Grade,2008,72,,72,*,*,*,*,21,29.2,45,62.5,*,8.3,,662.7,79.5
KENNARD/CLASSICAL JR. ACAD.  (5030),Mathematics,Total,Total,Fourth Grade,2007,69,,69,*,*,*,*,18,26.1,39,56.5,12,17.4,,666.4,81.0
KENNARD/CLASSICAL JR. ACAD.  (5030),Mathematics,Total,Total,Fourth Grade,2006,70,,70,*,*,*,*,15,21.4,32,45.7,23,32.9,,672.5,93.0
KENNARD/CLASSICAL JR. ACAD.  (5030),Mathematics,Total,Total,Fifth Grade,2010,76,,76,*,*,*,*,*,7.9,40,52.6,30,39.5,,703.9,85.5
KENNARD/CLASSICAL JR. ACAD.  (5030),Mathematics,Total,Total,Fifth Grade,2009,72,,72,*,*,*,*,17,23.6,39,54.2,16,22.2,,685.4,74.5
KENNARD/CLASSICAL JR. ACAD.  (5030),Mathematics,Total,Total,Fifth Grade,2008,78,,78,*,*,*,*,12,15.4,43,55.1,23,29.5,,695.2,73.0
KENNARD/CLASSICAL JR. ACAD.  (5030),Mathematics,Total,Total,Fifth Grade,2007,71,,71,*,*,*,*,14,19.7,28,39.4,29,40.8,,699.0,90.0
KENNARD/CLASSICAL JR. ACAD.  (5030),Mathematics,Total,Total,Fifth Grade,2006,74,,74,*,*,*,*,17,23.0,40,54.1,17,23.0,,687.1,88.0
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Third Grade,2010,32,,32,*,*,*,28.1,19,59.4,*,9.4,*,*,,609.5,27.5
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Third Grade,2009,48,,48,*,*,14,29.2,29,60.4,*,8.3,*,*,,610.4,32.0
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Third Grade,2008,48,,48,*,*,*,14.6,29,60.4,11,22.9,*,*,,625.0,47.0
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Third Grade,2007,41,,41,*,*,*,22.0,28,68.3,*,*,*,*,,606.4,32.0
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Third Grade,2006,46,,44,*,*,*,*,21,47.7,15,34.1,*,15.9,,643.5,56.0
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fourth Grade,2010,44,,44,*,*,19,43.2,19,43.2,*,11.4,*,*,,617.7,32.0
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fourth Grade,2009,39,,39,*,*,*,17.9,24,61.5,*,20.5,*,*,,637.6,39.0
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fourth Grade,2008,33,,33,*,*,*,9.1,15,45.5,14,42.4,*,*,,648.8,56.0
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fourth Grade,2007,40,,40,*,*,11,27.5,22,55.0,*,15.0,*,*,,625.8,36.0
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fourth Grade,2006,39,,39,*,*,*,10.3,18,46.2,12,30.8,*,12.8,,650.2,56.0
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fifth Grade,2010,43,,43,*,*,*,11.6,29,67.4,*,16.3,*,*,,657.5,42.0
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fifth Grade,2009,40,,40,*,*,*,17.5,25,62.5,*,17.5,*,*,,648.1,32.5
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fifth Grade,2008,32,,32,*,*,*,12.5,22,68.8,*,12.5,*,6.3,,654.3,46.5
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fifth Grade,2007,34,,34,*,*,*,17.6,25,73.5,*,5.9,*,*,,638.0,34.5
LACLEDE ELEM.  (5060),Eng. Language Arts,Total,Total,Fifth Grade,2006,48,,48,*,*,*,14.6,36,75.0,*,10.4,*,*,,644.4,39.5
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Third Grade,2010,32,,32,*,*,*,12.5,20,62.5,*,25.0,*,*,,605.9,47.5
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Third Grade,2009,48,,48,*,*,*,12.5,35,72.9,*,14.6,*,*,,601.6,33.0
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Third Grade,2008,48,,48,*,*,*,16.7,32,66.7,*,8.3,*,8.3,,601.4,31.5
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Third Grade,2007,41,,41,*,*,14,34.1,27,65.9,*,*,*,*,,580.4,35.0
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Third Grade,2006,46,,46,*,*,*,6.5,31,67.4,11,23.9,*,*,,610.0,44.5
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fourth Grade,2010,45,,45,*,*,17,37.8,24,53.3,*,8.9,*,*,,606.9,24.0
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fourth Grade,2009,39,,39,*,*,*,12.8,28,71.8,*,15.4,*,*,,618.7,37.0
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fourth Grade,2008,32,,32,*,*,*,9.4,26,81.3,*,9.4,*,*,,623.6,44.0
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fourth Grade,2007,40,,40,*,*,10,25.0,28,70.0,*,5.0,*,*,,603.9,32.5
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fourth Grade,2006,39,,39,*,*,*,5.1,14,35.9,21,53.8,*,5.1,,647.2,76.0
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fifth Grade,2010,43,,43,*,*,*,7.0,23,53.5,16,37.2,*,*,,654.5,50.0
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fifth Grade,2009,40,,40,*,*,*,22.5,25,62.5,*,15.0,*,*,,628.8,32.5
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fifth Grade,2008,31,,31,*,*,*,16.1,17,54.8,*,29.0,*,*,,645.5,48.0
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fifth Grade,2007,34,,34,*,*,*,20.6,23,67.6,*,11.8,*,*,,625.7,32.5
LACLEDE ELEM.  (5060),Mathematics,Total,Total,Fifth Grade,2006,48,,48,*,*,*,6.3,38,79.2,*,14.6,*,*,,648.2,55.5
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Sixth Grade,2010,76,,76,*,*,14,18.4,53,69.7,*,11.8,*,*,,645.8,33.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Sixth Grade,2009,72,,72,*,*,18,25.0,43,59.7,10,13.9,*,*,,643.8,30.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Sixth Grade,2008,50,,50,*,*,18,36.0,31,62.0,*,*,*,*,,635.0,33.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Sixth Grade,2007,60,,59,*,*,21,35.6,35,59.3,*,5.1,*,*,,640.0,34.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Sixth Grade,2006,96,,96,*,*,33,34.4,49,51.0,11,11.5,*,*,,640.7,30.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Seventh Grade,2010,115,,115,*,*,45,39.1,56,48.7,13,11.3,*,*,,640.0,31.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Seventh Grade,2009,125,,125,*,*,43,34.4,75,60.0,*,5.6,*,*,,640.0,32.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Seventh Grade,2008,109,,109,*,*,43,39.4,57,52.3,*,8.3,*,*,,639.2,30.5
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Seventh Grade,2007,112,,112,*,*,34,30.4,66,58.9,11,9.8,*,*,,645.3,33.5
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Seventh Grade,2006,165,,164,*,*,66,40.2,81,49.4,15,9.1,*,*,,638.0,30.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Eighth Grade,2010,132,,132,*,*,31,23.5,91,68.9,10,7.6,*,*,,659.1,28.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Eighth Grade,2009,99,,99,*,*,19,19.2,67,67.7,13,13.1,*,*,,663.1,32.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Eighth Grade,2008,128,,128,*,*,26,20.3,89,69.5,10,7.8,*,*,,659.7,25.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Eighth Grade,2007,134,,133,*,*,27,20.3,86,64.7,19,14.3,*,*,,659.7,33.0
LANGSTON MIDDLE  (3240),Eng. Language Arts,Total,Total,Eighth Grade,2006,140,,140,*,*,30,21.4,90,64.3,18,12.9,*,*,,661.2,39.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Sixth Grade,2010,76,,76,*,*,25,32.9,39,51.3,12,15.8,*,*,,641.0,21.5
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Sixth Grade,2009,72,,72,*,*,18,25.0,50,69.4,*,5.6,*,*,,640.5,27.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Sixth Grade,2008,48,,48,*,*,15,31.3,29,60.4,*,8.3,*,*,,636.2,33.5
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Sixth Grade,2007,60,,60,*,*,20,33.3,34,56.7,*,10.0,*,*,,637.4,29.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Sixth Grade,2006,96,,96,*,*,40,41.7,46,47.9,*,9.4,*,*,,633.6,25.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Seventh Grade,2010,115,,115,*,*,45,39.1,53,46.1,13,11.3,*,*,,644.2,26.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Seventh Grade,2009,125,,125,*,*,64,51.2,56,44.8,*,*,*,*,,633.3,25.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Seventh Grade,2008,109,,109,*,*,54,49.5,51,46.8,*,*,*,*,,635.1,27.5
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Seventh Grade,2007,112,,112,*,*,49,43.8,52,46.4,*,8.0,*,*,,640.4,28.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Seventh Grade,2006,165,,165,*,*,86,52.1,73,44.2,*,*,*,*,,633.3,23.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Eighth Grade,2010,132,,132,*,*,81,61.4,44,33.3,*,5.3,*,*,,659.7,20.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Eighth Grade,2009,99,,99,*,*,52,52.5,44,44.4,*,*,*,*,,659.3,27.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Eighth Grade,2008,126,,126,*,*,78,61.9,43,34.1,*,*,*,*,,656.2,26.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Eighth Grade,2007,134,,134,*,*,65,48.5,60,44.8,*,6.0,*,*,,666.0,39.0
LANGSTON MIDDLE  (3240),Mathematics,Total,Total,Eighth Grade,2006,140,,140,*,*,93,66.4,39,27.9,*,5.7,*,*,,657.6,28.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Third Grade,2010,47,,47,*,*,*,*,21,44.7,12,25.5,13,27.7,,649.1,67.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Third Grade,2009,35,,35,*,*,*,*,10,28.6,18,51.4,*,20.0,,658.6,83.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Third Grade,2008,43,,43,*,*,*,*,28,65.1,13,30.2,*,*,,633.0,62.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Third Grade,2007,47,,47,*,*,*,17.0,32,68.1,*,14.9,*,*,,616.7,24.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Third Grade,2006,42,,42,*,*,14,33.3,20,47.6,*,9.5,*,9.5,,613.9,28.5
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fourth Grade,2010,34,,34,*,*,*,5.9,14,41.2,15,44.1,*,8.8,,657.2,66.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fourth Grade,2009,38,,38,*,*,*,*,24,63.2,13,34.2,*,*,,652.8,56.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fourth Grade,2008,41,,41,*,*,*,12.2,32,78.0,*,9.8,*,*,,639.9,40.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fourth Grade,2007,49,,49,*,*,16,32.7,29,59.2,*,8.2,*,*,,622.1,29.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fourth Grade,2006,54,,54,*,*,20,37.0,30,55.6,*,7.4,*,*,,608.4,30.5
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fifth Grade,2010,44,,44,*,*,*,6.8,16,36.4,18,40.9,*,15.9,,675.0,57.5
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fifth Grade,2009,37,,37,*,*,*,8.1,24,64.9,*,21.6,*,5.4,,659.4,54.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fifth Grade,2008,41,,41,*,*,*,12.2,30,73.2,*,12.2,*,*,,653.5,41.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fifth Grade,2007,52,,52,*,*,19,36.5,25,48.1,*,13.5,*,*,,635.1,34.5
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Fifth Grade,2006,61,,61,*,*,14,23.0,29,47.5,15,24.6,*,*,,651.4,36.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Sixth Grade,2008,35,,35,*,*,*,11.4,22,62.9,*,25.7,*,*,,655.9,45.0
LEXINGTON ELEM.  (5100),Eng. Language Arts,Total,Total,Sixth Grade,2007,48,,48,*,*,13,27.1,26,54.2,*,14.6,*,*,,648.1,35.5
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Third Grade,2010,47,,47,*,*,*,10.6,27,57.4,14,29.8,*,*,,613.6,51.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Third Grade,2009,35,,35,*,*,*,*,20,57.1,12,34.3,*,5.7,,622.3,64.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Third Grade,2008,43,,43,*,*,*,*,34,79.1,*,18.6,*,*,,618.0,46.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Third Grade,2007,47,,47,*,*,*,17.0,31,66.0,*,12.8,*,*,,598.0,44.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Third Grade,2006,42,,42,*,*,*,7.1,28,66.7,11,26.2,*,*,,603.7,36.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fourth Grade,2010,33,,33,*,*,*,*,26,78.8,*,18.2,*,*,,639.5,48.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fourth Grade,2009,38,,38,*,*,*,7.9,24,63.2,10,26.3,*,*,,633.5,49.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fourth Grade,2008,41,,41,*,*,*,7.3,33,80.5,*,12.2,*,*,,630.9,45.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fourth Grade,2007,49,,49,*,*,16,32.7,31,63.3,*,*,*,*,,603.3,21.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fourth Grade,2006,54,,54,*,*,20,37.0,27,50.0,*,11.1,*,*,,604.9,30.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fifth Grade,2010,44,,44,*,*,*,*,23,52.3,16,36.4,*,6.8,,658.5,63.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fifth Grade,2009,37,,37,*,*,*,8.1,23,62.2,11,29.7,*,*,,647.3,41.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fifth Grade,2008,41,,41,*,*,10,24.4,30,73.2,*,*,*,*,,619.9,27.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fifth Grade,2007,52,,52,*,*,17,32.7,31,59.6,*,5.8,*,*,,619.8,15.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Fifth Grade,2006,60,,60,*,*,*,*,36,60.0,21,35.0,*,*,,655.4,60.5
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Sixth Grade,2008,35,,35,*,*,*,14.3,13,37.1,14,40.0,*,8.6,,673.7,61.0
LEXINGTON ELEM.  (5100),Mathematics,Total,Total,Sixth Grade,2007,48,,48,*,*,13,27.1,24,50.0,*,18.8,*,*,,653.0,36.0
LIFT FOR LIFE ACADEMY  (3910),Eng. Language Arts,Total,Total,Sixth Grade,2007,74,,74,*,*,17,23.0,47,63.5,*,12.2,*,*,,648.5,40.0
LIFT FOR LIFE ACADEMY  (3910),Eng. Language Arts,Total,Total,Sixth Grade,2006,82,,82,*,*,28,34.1,43,52.4,10,12.2,*,*,,641.1,34.5
LIFT FOR LIFE ACADEMY  (3910),Eng. Language Arts,Total,Total,Seventh Grade,2007,83,,83,*,*,19,22.9,43,51.8,16,19.3,*,6.0,,655.9,36.0
LIFT FOR LIFE ACADEMY  (3910),Eng. Language Arts,Total,Total,Seventh Grade,2006,76,,69,*,9.2,19,27.5,42,60.9,*,7.2,*,*,,644.1,30.0
LIFT FOR LIFE ACADEMY  (3910),Eng. Language Arts,Total,Total,Eighth Grade,2007,78,,78,*,*,15,19.2,55,70.5,*,7.7,*,*,,658.3,35.0
LIFT FOR LIFE ACADEMY  (3910),Eng. Language Arts,Total,Total,Eighth Grade,2006,73,,73,*,*,14,19.2,42,57.5,15,20.5,*,*,,669.4,42.0
LIFT FOR LIFE ACADEMY  (3910),Mathematics,Total,Total,Sixth Grade,2007,74,,74,*,*,21,28.4,40,54.1,11,14.9,*,*,,646.4,32.5
LIFT FOR LIFE ACADEMY  (3910),Mathematics,Total,Total,Sixth Grade,2006,82,,82,*,*,27,32.9,46,56.1,*,11.0,*,*,,639.3,29.5
LIFT FOR LIFE ACADEMY  (3910),Mathematics,Total,Total,Seventh Grade,2007,83,,83,*,*,28,33.7,33,39.8,19,22.9,*,*,,652.8,37.0
LIFT FOR LIFE ACADEMY  (3910),Mathematics,Total,Total,Seventh Grade,2006,77,,76,*,*,36,47.4,37,48.7,*,*,*,*,,635.4,20.0
LIFT FOR LIFE ACADEMY  (3910),Mathematics,Total,Total,Eighth Grade,2007,77,,76,*,*,17,22.4,31,40.8,24,31.6,*,5.3,,697.7,58.0
LIFT FOR LIFE ACADEMY  (3910),Mathematics,Total,Total,Eighth Grade,2006,73,,73,*,*,26,35.6,28,38.4,14,19.2,*,6.8,,686.8,48.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Sixth Grade,2010,88,,88,*,*,27,30.7,45,51.1,16,18.2,*,*,,637.4,22.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Sixth Grade,2009,101,,100,*,*,35,35.0,51,51.0,14,14.0,*,*,,635.7,35.5
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Sixth Grade,2008,68,,68,*,*,24,35.3,37,54.4,*,10.3,*,*,,637.0,27.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Sixth Grade,2007,136,,135,*,*,49,36.3,68,50.4,14,10.4,*,*,,636.8,34.5
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Sixth Grade,2006,87,,87,*,*,33,37.9,46,52.9,*,8.0,*,*,,634.5,27.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Seventh Grade,2010,123,,123,*,*,34,27.6,63,51.2,25,20.3,*,*,,650.0,38.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Seventh Grade,2009,119,,119,*,*,48,40.3,54,45.4,16,13.4,*,*,,633.9,27.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Seventh Grade,2008,103,,103,*,*,32,31.1,41,39.8,28,27.2,*,*,,651.1,40.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Seventh Grade,2007,108,,106,*,*,36,34.0,59,55.7,*,8.5,*,*,,639.8,32.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Seventh Grade,2006,173,,173,*,*,85,49.1,81,46.8,*,*,*,*,,629.5,24.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Eighth Grade,2010,106,,106,*,*,22,20.8,57,53.8,22,20.8,*,*,,668.6,33.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Eighth Grade,2009,110,,110,*,*,29,26.4,59,53.6,16,14.5,*,5.5,,659.0,25.5
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Eighth Grade,2008,145,,145,*,*,40,27.6,83,57.2,17,11.7,*,*,,653.4,21.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Eighth Grade,2007,165,,160,*,*,63,39.4,89,55.6,*,*,*,*,,644.5,27.5
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Eng. Language Arts,Total,Total,Eighth Grade,2006,150,,149,*,*,62,41.6,70,47.0,14,9.4,*,*,,646.3,25.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Sixth Grade,2010,88,,88,*,*,28,31.8,44,50.0,12,13.6,*,*,,643.3,21.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Sixth Grade,2009,101,,100,*,*,29,29.0,56,56.0,15,15.0,*,*,,642.0,25.5
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Sixth Grade,2008,68,,68,*,*,29,42.6,31,45.6,*,11.8,*,*,,631.5,22.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Sixth Grade,2007,135,,135,*,*,38,28.1,77,57.0,18,13.3,*,*,,642.1,33.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Sixth Grade,2006,87,,87,*,*,32,36.8,46,52.9,*,10.3,*,*,,631.9,21.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Seventh Grade,2010,123,,123,*,*,38,30.9,60,48.8,22,17.9,*,*,,652.9,27.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Seventh Grade,2009,119,,119,*,*,68,57.1,38,31.9,12,10.1,*,*,,631.0,22.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Seventh Grade,2008,103,,103,*,*,33,32.0,47,45.6,23,22.3,*,*,,651.0,36.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Seventh Grade,2007,108,,108,*,*,47,43.5,44,40.7,17,15.7,*,*,,642.9,27.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Seventh Grade,2006,173,,173,*,*,107,61.8,53,30.6,13,7.5,*,*,,625.6,16.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Eighth Grade,2010,106,,106,*,*,52,49.1,37,34.9,13,12.3,*,*,,674.8,27.5
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Eighth Grade,2009,110,,110,*,*,48,43.6,43,39.1,17,15.5,*,*,,669.6,36.5
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Eighth Grade,2008,147,,147,*,*,81,55.1,51,34.7,14,9.5,*,*,,660.4,30.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Eighth Grade,2007,164,,164,*,*,109,66.5,41,25.0,13,7.9,*,*,,652.9,26.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Eighth Grade,2006,150,,149,*,*,94,63.1,49,32.9,*,*,*,*,,652.4,27.0
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Algebra 1,2010,22,,22,*,*,*,*,*,31.8,12,54.5,*,13.6,,206.2,--
LONG MIDDLE COMMUNITY ED. CTR.  (3260),Mathematics,Total,Total,Algebra 1,2009,15,,15,*,*,*,*,*,60.0,*,33.3,*,6.7,,201.4,--
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Sixth Grade,2009,35,,35,*,*,19,54.3,14,40.0,*,5.7,*,*,,630.8,20.0
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Sixth Grade,2008,33,,33,*,*,16,48.5,16,48.5,*,*,*,*,,627.4,23.0
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Sixth Grade,2007,28,,28,*,*,14,50.0,12,42.9,*,*,*,*,,622.7,23.5
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Sixth Grade,2006,77,,75,*,*,40,53.3,31,41.3,*,5.3,*,*,,620.2,20.0
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Seventh Grade,2010,146,,146,*,*,56,38.4,72,49.3,14,9.6,*,*,,639.2,31.0
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Seventh Grade,2009,98,,98,*,*,32,32.7,57,58.2,*,8.2,*,*,,640.1,32.5
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Seventh Grade,2008,66,,66,*,*,31,47.0,29,43.9,*,9.1,*,*,,635.5,26.0
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Seventh Grade,2007,94,,93,*,*,38,40.9,40,43.0,14,15.1,*,*,,634.5,23.0
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Seventh Grade,2006,98,,97,*,*,49,50.5,44,45.4,*,*,*,*,,626.8,22.0
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Eighth Grade,2010,152,,150,*,*,40,26.7,93,62.0,17,11.3,*,*,,652.1,26.0
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Eighth Grade,2009,98,,98,*,*,21,21.4,69,70.4,*,8.2,*,*,,656.2,26.0
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Eighth Grade,2008,90,,90,*,*,31,34.4,45,50.0,14,15.6,*,*,,652.5,21.0
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Eighth Grade,2007,110,,109,*,*,48,44.0,54,49.5,*,5.5,*,*,,640.5,25.0
L'OUVERTURE MIDDLE  (3280),Eng. Language Arts,Total,Total,Eighth Grade,2006,103,,103,*,*,34,33.0,64,62.1,*,*,*,*,,646.0,29.0
L'OUVERTURE MIDDLE  (3280),Mathematics,Total,Total,Sixth Grade,2009,35,,35,*,*,13,37.1,18,51.4,*,11.4,*,*,,631.3,17.0
L'OUVERTURE MIDDLE  (3280),Mathematics,Total,Total,Sixth Grade,2008,33,,33,*,*,14,42.4,18,54.5,*,*,*,*,,628.7,18.0
